,departure,arrival,continental
2553,RO,TN,1
2554,RO,TR,1
2555,RO,UA,1
2556,RO,GB,1
2557,RU,SM,1
2558,RU,SK,1
2559,RU,SI,1
2560,RU,ES,1
2561,RU,SE,1
2562,RU,CH,1
2563,RU,TN,1
2564,RU,TR,1
2565,RU,UA,1
2566,RU,GB,1
2567,RW,ST,1
2568,RW,SN,1
2569,RW,SC,1
2570,RW,SL,1
2571,RW,SO,1
2572,RW,ZA,1
2573,RW,SS,1
2574,RW,SD,1
2575,RW,TG,1
2576,RW,UG,1
2577,RW,TZ,1
2578,RW,ZM,1
2579,RW,ZW,1
2580,WS,SB,1
2581,WS,TO,1
2582,WS,TV,1
2583,WS,VU,1
2584,SM,SK,1
2585,SM,SI,1
2586,SM,ES,1
2587,SM,SE,1
2588,SM,CH,1
2589,SM,TN,1
2590,SM,TR,1
2591,SM,UA,1
2592,SM,GB,1
2593,ST,SN,1
2594,ST,SC,1
2595,ST,SL,1
2596,ST,SO,1
2597,ST,ZA,1
2598,ST,SS,1
2599,ST,SD,1
2600,ST,TG,1
2601,ST,UG,1
2602,ST,TZ,1
2603,ST,ZM,1
2604,ST,ZW,1
2605,SA,SG,1
2606,SA,LK,1
2607,SA,TJ,1
2608,SA,TH,1
2609,SA,TL,1
2610,SA,TM,1
2611,AE,SA,1
2612,SA,UZ,1
2613,SA,VN,1
2614,SN,SC,1
2615,SN,SL,1
2616,SN,SO,1
2617,SN,ZA,1
2618,SN,SS,1
2619,SN,SD,1
2620,SN,TG,1
2621,SN,UG,1
2622,SN,TZ,1
2623,SN,ZM,1
2624,SN,ZW,1
2625,SC,SL,1
2626,SC,SO,1
2627,SC,ZA,1
2628,SC,SS,1
2629,SC,SD,1
2630,SC,TG,1
2631,SC,UG,1
2632,SC,TZ,1
2633,SC,ZM,1
2634,SC,ZW,1
2635,SL,SO,1
2636,SL,ZA,1
2637,SL,SS,1
2638,SL,SD,1
2639,SL,TG,1
2640,SL,UG,1
2641,SL,TZ,1
2642,SL,ZM,1
2643,SL,ZW,1
2644,SG,LK,1
2645,SG,TJ,1
2646,SG,TH,1
2647,SG,TL,1
2648,SG,TM,1
2649,AE,SG,1
2650,SG,UZ,1
2651,SG,VN,1
2652,SK,SI,1
2653,SK,ES,1
2654,SK,SE,1
2655,SK,CH,1
2656,SK,TN,1
2657,SK,TR,1
2658,SK,UA,1
2659,SK,GB,1
2660,SI,ES,1
2661,SI,SE,1
2662,SI,CH,1
2663,SI,TN,1
2664,SI,TR,1
2665,SI,UA,1
2666,SI,GB,1
2667,SB,TO,1
2668,SB,TV,1
2669,SB,VU,1
2670,SO,ZA,1
2671,SO,SS,1
2672,SO,SD,1
2673,SO,TG,1
2674,SO,UG,1
2675,SO,TZ,1
2676,SO,ZM,1
2677,SO,ZW,1
2678,ZA,SS,1
2679,ZA,SD,1
2680,ZA,TG,1
2681,ZA,UG,1
2682,ZA,TZ,1
2683,ZA,ZM,1
2684,ZA,ZW,1
2685,SS,SD,1
2686,SS,TG,1
2687,SS,UG,1
2688,SS,TZ,1
2689,SS,ZM,1
2690,SS,ZW,1
2691,ES,SE,1
2692,ES,CH,1
2693,ES,TN,1
2694,ES,TR,1
2695,ES,UA,1
2696,ES,GB,1
2697,LK,TJ,1
2698,LK,TH,1
2699,LK,TL,1
2700,LK,TM,1
2701,AE,LK,1
2702,LK,UZ,1
2703,LK,VN,1
2704,SD,TG,1
2705,SD,UG,1
2706,SD,TZ,1
2707,SD,ZM,1
2708,SD,ZW,1
2709,SR,UY,1
2710,SR,VE,1
2711,SE,CH,1
2712,SE,TN,1
2713,SE,TR,1
2714,SE,UA,1
2715,SE,GB,1
2716,CH,TN,1
2717,CH,TR,1
2718,CH,UA,1
2719,CH,GB,1
2720,TJ,TH,1
2721,TJ,TL,1
2722,TJ,TM,1
2723,AE,TJ,1
2724,TJ,UZ,1
2725,TJ,VN,1
2726,TH,TL,1
2727,TH,TM,1
2728,AE,TH,1
2729,TH,UZ,1
2730,TH,VN,1
2731,TL,TM,1
2732,AE,TL,1
2733,TL,UZ,1
2734,TL,VN,1
2735,TG,UG,1
2736,TZ,TG,1
2737,TG,ZM,1
2738,TG,ZW,1
2739,TO,TV,1
2740,TO,VU,1
2741,TT,US,1
2742,TN,TR,1
2743,TN,UA,1
2744,TN,GB,1
2745,TR,UA,1
2746,TR,GB,1
2747,AE,TM,1
2748,TM,UZ,1
2749,TM,VN,1
2750,TV,VU,1
2751,TZ,UG,1
2752,UG,ZM,1
2753,UG,ZW,1
2754,UA,GB,1
2755,AE,UZ,1
2756,AE,VN,1
2757,TZ,ZM,1
2758,TZ,ZW,1
2759,UY,VE,1
2760,UZ,VN,1
2761,ZM,ZW,1
